projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_zip,school_metro,school_district,school_county,school_charter,school_magnet,school_year_round,school_nlns,school_kipp,school_charter_ready_promise,teacher_prefix,teacher_teach_for_america,teacher_ny_teaching_fellow,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,fulfillment_labor_materials,total_price_excluding_optional_support,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,eligible_almost_home_match,date_posted
8310399da6dc56d0511a5955a2d77b5f,3b1f5d20b302732c513e216f812b96f3,977888db7369b0a095412d80c087c131,3.6001E+11,40.741197,-73.874575,Elmhurst,NY,11373,urban,New York City Dept Of Ed,Queens,f,t,f,f,f,f,Mr.,f,f,Environmental Science,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 9-12,30,583.86,686.89,300,f,f,5/9/2014
8fa0685b8fc5c32edcd43522911f67c1,ccde9c84e4e66271e34f3276fca30160,86fff7caa07e4f595a716d8a1960f09e,1.30129E+11,33.896013,-84.554213,Marietta,GA,30060,,Cobb Co School District,Cobb,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Other,highest poverty,Grades 3-5,30,278.29,327.4,120,f,f,5/9/2014
ff04522f276a7e92b991c0a56f0d586a,03ab277686b04249206cb4a3db99ec27,0d515f5c259d6f1ec90b39fd6aa8b7b2,1.30255E+11,33.920298,-84.166238,Norcross,GA,30093,suburban,Gwinnett Co Public School Dist,Gwinnett,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30,354.09,416.58,50,f,f,5/9/2014
26cc90d9887afadb16f1ae4c972dd73d,a88731ca05088b94de7bd650d92546bb,6b786b18ff251d379725d821a9ec7827,1.30387E+11,32.556587,-84.974879,Columbus,GA,31904,urban,Muscogee Co School District,Muscogee,f,f,f,f,f,f,Mr.,f,f,Music,Music & The Arts,Performing Arts,Music & The Arts,Technology,moderate poverty,Grades 3-5,30,239.41,281.66,450,f,f,5/9/2014
a3873c75862cff33c76705534c9edd22,2c14de39dc1c6f60c238b9d9e12c9002,ca79e4526a5e36925ff1cfdff294e3a4,63417011741,34.112178,-117.296574,Sn Bernrdno,CA,92410,urban,San Bernardino City Unified SD,San Bernardino,f,f,t,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,30,748.69,880.81,60,f,f,5/9/2014
1a0fed32824f8d6ff92f8f2b4dabc3dd,b7034f4ef5704c71aa9621533755f045,d929b1314172a83255094cd3bbbaf166,1.70993E+11,41.960394,-87.670967,Chicago,IL,60613,urban,Ravenswood-ridge Elem Network,Cook,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,30,192.38,226.33,26,f,f,5/9/2014
045ba4a7c5107df3d35de3b9cfad790d,05f1b73611662cb8e2f9515d8d3b02fd,6316c3d9cb73350b2a95c12cb8dc1b27,4.02025E+11,35.326623,-97.505367,Moore,OK,73160,suburban,Moore School District I-2,Cleveland,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,30,1323.23,1556.74,60,f,f,5/9/2014
08af684a84ba825f189e01dbb3478395,ca6e04e10a502f447df51050aee9327c,1b409f0c51c4b12b59becc3a027a5c31,,39.743294,-86.088829,Indianapolis,IN,46203,urban,Indiana Dept of Education,Marion,t,f,f,f,f,f,Mr.,t,f,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,30,768.49,904.11,500,f,f,5/9/2014
c68663322311a387e96559ba276eb100,7229f9c6872940274c51900d0b952b0d,182646ba08a792df05450793e811e095,5.10366E+11,38.475811,-77.414156,Stafford,VA,22556,suburban,Stafford Co School District,Stafford,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,Character Education,Applied Learning,Technology,moderate poverty,Grades 3-5,30,2085,2452.94,60,f,f,5/9/2014
538ea25ba5c80bdbf744a977ed36016b,60401b43590a1f2e0fb015d792ca314b,79add892b0ce0ca3bd2cccdef0bc04c2,4.90066E+11,39.54093,-111.444465,Mt Pleasant,UT,84647,rural,North Sanpete School District,Sanpete,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,30,395.3,465.06,22,f,f,5/9/2014
7fd29cd771294db98dd001319a48f394,0512dc600f9ce242a52c4cbc7a577743,d4ba93c87d4baccb9672b9799a6fbbad,4.2224E+11,39.889133,-75.281219,Folcroft,PA,19032,suburban,Southeast Delco School Dist,Delaware,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Other,highest poverty,Grades 3-5,30,151.77,178.55,8,f,f,5/9/2014
7f2ac00166320ee4b45fe6abc46ba22d,174c47db3fb29c3099afefea4ad21aec,a0b22b4d4722817945731c7ded1b5de6,1.30441E+11,33.595021,-84.097125,Stockbridge,GA,30281,,Rockdale Co Public Sch Dist,Henry,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades 6-8,30,837.47,985.26,950,f,f,5/9/2014
333c0b481c317603f47d24b3dc0ad132,0c468e05d3a225375ed307014167979c,728e2641dda0e1b2129abffcf22940d0,63627006188,36.580771,-119.615332,Selma,CA,93662,,Selma Unified Sch District,Fresno,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 9-12,30,337.48,397.04,160,f,f,5/9/2014
9224f4b914c19fabcb2224d91eb20a08,bc352880e6ea8adc3eab16a2a1f4b3ba,24578022ed6c130257bd95f8d631f58f,,33.50909,-112.224181,Glendale,AZ,85303,urban,Arizona Dept of Education,Maricopa,t,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,30,615.39,723.99,55,f,f,5/9/2014
8d060879d7410b573f0dcae25d402b1f,01b7b1655d0e45a2d154936691df3efb,18cc49c9932e4c50961b8288b9e78644,4.50072E+11,33.5798,-81.717401,Aiken,SC,29801,suburban,Aiken Co School District,Aiken,f,f,f,f,f,f,Mr.,f,f,Foreign Languages,Literacy & Language,,,Technology,high poverty,Grades 9-12,30,480.19,564.93,225,f,f,5/9/2014
91fbb9d98308484d1422c352d5d9e5d7,e7fddcfad6e70833142d3100481fe743,45b43aed2612f16d94391e08090f2bce,3.60015E+11,40.596267,-73.974927,Brooklyn,NY,11223,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,t,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 6-8,30,1340.27,1576.79,7,f,f,5/9/2014
c6ac748953a7d59e220a4309db07801e,7feb915c231152ed82cebdfa40bacbb5,8866f2217e6606b649a90d4d444a8e5a,62271003218,33.949169,-118.294365,Los Angeles,CA,90044,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,t,f,f,f,Mr.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,30,239.77,282.08,23,f,f,5/9/2014
f14456379f790312eba8544dc7a5c1ab,717e46905f2524bd17484fc89fe932d7,fcf409c3d984ae6c3d97760150443b33,2.51266E+11,42.588384,-71.433679,Westford,MA,1886,suburban,Westford Public School Dist,Middlesex,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,low poverty,Grades 3-5,30,699.8,823.29,24,f,f,5/9/2014
b9886ae6f43fadde19b10c9a39d65842,1ab1f9707db34bdef18c42976bf96a96,1df850b20952ef0fa2e59267e16289dd,1.20039E+11,25.7436,-80.235797,Miami,FL,33133,urban,Miami-dade Co Public Sch Dist,Miami-Dade,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 3-5,30,1484.83,1746.86,300,f,f,5/9/2014
1ae8a2176cd7225cdc26e83fce7a1428,944f6f7e2460b05fac464c1aef4be5b9,a7e44045223f3c2e2f2ddb2d9151e129,2.92928E+11,38.580929,-90.26721,Saint Louis,MO,63116,urban,St Louis City Public Sch Dist,St Louis City,f,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 6-8,30,169.46,199.36,100,f,f,5/9/2014
f53716c2a3e3edb69bed812d78bd5173,b4b81b9a52c226e86dbe4d847593098e,4378e21282e16cb4798357cd07e77c8e,63255005050,37.943016,-122.364521,Richmond,CA,94801,suburban,West Contra Costa Usd,Contra Costa,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,30,166.86,196.31,26,f,f,5/9/2014
700e8027e308aee5e80dbc958e09a7ce,6954fe1958f77924d92c8f2f2789d8dc,4eb944f8c2a4dc8249fc607877f26734,5.10084E+11,37.433632,-77.552933,Chesterfield,VA,23832,suburban,Chesterfield Co Public Schools,Chesterfield,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,30,460.23,541.45,24,f,f,5/9/2014
9b6c0e8974802928896cd6673e4010df,5a94029cec3ad76020e52e0822964117,6ffaad681d31321dff1e77f8d462cfe2,4.83294E+11,29.596723,-98.386191,San Antonio,TX,78247,urban,North East Ind School District,Bexar,f,f,f,f,f,f,Mr.,f,f,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 6-8,30,276.4,325.18,120,f,f,5/9/2014
866a38e9d26832c0002be9a443b10be3,74f6d76e62afaea7d467fa24e0f97aad,a9dd4bb1044c10633b50a89b26c4fea7,,40.637449,-73.985946,Brooklyn,NY,11219,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,,,Supplies,highest poverty,Grades 3-5,30,456.2,536.71,16,f,f,5/9/2014
982762dcbdacec6b0806964af63fe85f,ac8b53e375d5c17ab37f179ac244f1ad,4076af4f637745294d02c425d9239da7,60744007270,33.599479,-117.650116,Mission Viejo,CA,92692,suburban,Capistrano Unified School Dist,Orange,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,moderate poverty,Grades 6-8,30,212.28,249.74,400,f,f,5/9/2014
610a630ef600af4968f15db397e646dc,8dd0c2a7125c1497116259bd5c848578,edcad8107a1d889cef1011eb09285a45,90353500741,41.517432,-72.726209,Middlefield,CT,6455,suburban,Regional School District 13,Middlesex,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Applied Sciences,Math & Science,Technology,low poverty,Grades 3-5,30,2085,2452.94,20,f,f,5/9/2014
61c223ada3ed99eff664cb55d2ab1438,6be5ac38af556e44565a4b2eb1299bbf,4be832ab4c37344f374462c0f1a7d964,,42.385138,-83.271078,Detroit,MI,48223,urban,Michigan Dept of Education,Wayne,t,f,f,f,f,f,Ms.,t,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,30,791.88,931.62,24,f,f,5/9/2014
bc7a73c00ef6e2c0e5c85b31cdba7394,a746c32c6879d537c93e903ccd3ac787,44ac51728aaa3d850ba4ada7e7783be7,3.70201E+11,35.504227,-78.736742,Angier,NC,27501,rural,Harnett Co School District,Harnett,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,30,265.59,312.46,440,f,f,5/9/2014
e7b94ee184ff85f813dc1dff8ee21615,d0fe6c7d14a55eb84d854f35bf0cc285,b1246be737fc0e8dc4f783ed77ba0c00,1.20144E+11,28.545588,-81.495476,Orlando,FL,32835,,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,30,479.63,564.27,18,f,f,5/9/2014
ace9283a71d3ab9f652c7ff1cd0cd4f5,04e3fd207134e4116aefa2fd465009e2,b33963fbb3a34fd42fc2a3bd1d7d9a79,3.01875E+11,45.675558,-111.170182,Bozeman,MT,59718,rural,Monforton School Dist 27,Gallatin,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,Mathematics,Math & Science,Other,moderate poverty,Grades 6-8,30,549.66,646.66,325,f,f,5/9/2014
3e97ae5fc186576498d3280a421cd656,9348a2def8e8ecc10d396180272104e4,b1246be737fc0e8dc4f783ed77ba0c00,1.20144E+11,28.545588,-81.495476,Orlando,FL,32835,,Orange Co Public School Dist,Orange,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,30,689.36,811.01,16,f,f,5/9/2014
87084dee6cf520ebc7807ac05b1846c0,c2b9a5e2c7ab3ce05b3ebde3cb0becb8,b6cc8bc4de5073dda6e1c0bd1ed277a7,5.30771E+11,47.585087,-122.315331,Seattle,WA,98144,urban,Seattle School District 1,King,f,f,f,f,f,f,Ms.,f,f,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,30,334.29,393.28,20,f,f,5/9/2014
9976d80827888678aac2e05d3ccd3001,50ee7061af33e90315cc796ad0d983aa,aa9f4b01ef800e58af235a7dba3dab03,1.30255E+11,33.945755,-84.207214,Norcross,GA,30071,suburban,Gwinnett Co Public School Dist,Gwinnett,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,30,162.84,191.58,24,f,f,5/9/2014
7e85f7fca31cdcdf47cfcd83a5ede543,ecef63bd198fcd0b0ce647f6ba8db479,6f199cd344b7f49a44e8d0be3d1b92e9,1.50003E+11,20.778166,-156.456573,Kihei,HI,96753,,Maui School District,Maui,f,f,t,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,30,219.56,258.31,20,f,f,5/9/2014
7c2c5afeea901bfe115b74f5c434bb2f,45f876dce634562bedee1278ffdc726d,ef11b816b007cb90f2180bc5078a7adc,4.20228E+11,40.59031,-75.455982,Allentown,PA,18103,urban,Allentown City School District,Lehigh,f,f,f,f,f,f,Mrs.,f,f,Environmental Science,Math & Science,,,Supplies,highest poverty,Grades 3-5,30,260.37,306.32,30,t,f,5/9/2014
09f7d3e159bb17379caa4710d0b357e9,856067bfb45e746ebf6d92d19f47a307,f4bd5445b94b67c46a03c4d1610d77aa,1.30282E+11,33.450406,-84.136577,Mcdonough,GA,30253,suburban,Henry Co School District,Henry,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30,321.6,378.35,25,f,f,5/9/2014
92c66f59e49b8bc195558e4ec40af34d,6c6856601097d29e1920de0b8059b295,9046d6c0ac19cc1c142418cea37d4fe3,4.82855E+11,31.359353,-94.72446,Lufkin,TX,75904,rural,Lufkin Ind School District,Angelina,f,t,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30,900.74,1059.69,22,f,f,5/9/2014
bd62c140be810fe1bb0a09d40594a232,2e8a507119c5359589d5878a583966e0,220841030e9d5e0e6a7ea3349830ec7f,5.10264E+11,37.044102,-76.463135,Newport News,VA,23601,urban,Newport News Public Schools,Newport News City,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,Health & Life Science,Math & Science,Books,high poverty,Grades 6-8,30,432.2,508.47,110,f,f,5/9/2014
062afe1b0a2c8651681d0176f53b1a6f,7376ff4cd1bf879f106db99df758e03c,458975f0e49955772b3be76bb22692bd,3.70357E+11,34.383171,-77.713356,Hampstead,NC,28443,rural,Pender Co School District,Pender,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades 3-5,30,1010.87,1189.26,21,f,f,5/9/2014
e2778ba7fcd918fff6a98817b0382190,a40178acaecedda8c927ff59e2e3ee67,bf3f6124cfab17b6df30415787ec6ad2,3.70012E+11,36.5122,-81.123123,Sparta,NC,28675,rural,Alleghany Co School District,Alleghany,f,f,f,f,f,f,Mrs.,f,f,Applied Sciences,Math & Science,,,Books,highest poverty,Grades 9-12,30,144.79,170.34,8,f,f,5/9/2014
8b80f11968f55a21aa4f747dde23df50,c53613758bf53470f9b5e1b3512b9bcb,d8138854874d0ac40e6409e14388175a,3.50111E+11,35.526194,-108.676473,Gallup,NM,87301,,Gallup Mckinley Co School Dist,McKinley,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 3-5,30,368.3,433.29,18,t,f,5/9/2014
27f0877478be80ebd11770f23423afd5,7423ecd003030e4fe574fa2d6a8e5951,ed9f1a0d033b639819e71d1303eecd16,62271007120,33.959406,-118.209346,South Gate,CA,90280,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,t,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,30,284.37,334.55,24,f,f,5/9/2014
b8d0f9bb224e8c3260880575be7a9b3b,1e619d21318f437554c2c05377dcdf09,2f82c33bdfef4bd81c07247dcdd31f5e,4.22004E+11,40.177901,-75.545676,Reading,PA,19604,urban,Reading School District,Berks,f,f,f,f,f,f,Mrs.,f,f,ESL,Literacy & Language,Literacy,Literacy & Language,Other,highest poverty,Grades 9-12,30,361.71,425.54,71,f,f,5/9/2014
77f4519685401459f6b4287336a1f68b,84366fb9d89a457076a488ad5c1e3080,f706dcd2e18b21d3c88e6babea7891ff,1.30174E+11,33.797386,-84.238754,Clarkston,GA,30021,suburban,Dekalb Co School District,De Kalb,f,f,f,f,f,f,Mrs.,t,f,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,30,599.01,704.72,25,f,f,5/9/2014
928b8133730cbd67835c75fb6f5987ac,06492cdda79f8de1d0df2f020c55d611,3f9dcd8474e8453b7a8e612772b526ca,2.51113E+11,42.119801,-72.605728,Springfield,MA,1107,urban,Springfield Public Sch Dist,Hampden,f,t,f,f,f,f,Ms.,f,f,Health & Life Science,Math & Science,Environmental Science,Math & Science,Trips,highest poverty,Grades PreK-2,30,537.5,632.35,79,f,f,5/9/2014
d57cc0f712993277b593e3970d7db72a,60f116c596030aaea06779e3c3e4945d,f881a0563148c2742ea550567bd9c291,4.90042E+11,40.534806,-112.032793,Herriman,UT,84096,rural,Jordan School District,Salt Lake,f,f,f,f,f,f,Ms.,f,f,Visual Arts,Music & The Arts,,,Supplies,moderate poverty,Grades 9-12,30,288.78,339.74,999,f,f,5/9/2014
6d84ba1ab121209fe2f3ec93a156cec8,014be2c9a03ba1fcea37cdf3fd2346cd,99f44f033687a13294ddcfcd54bdd199,1.20048E+11,30.247452,-81.823508,Jacksonville,FL,32210,urban,Duval Co Public School Dist,Duval,f,f,f,f,f,f,Ms.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades PreK-2,30,207.13,243.68,25,f,f,5/9/2014
823549a37573e08541c2c1de0482e38f,ee4803523a2cc348248ffa7477266ba9,abe6969bc91a3124d501fb39a61edcc3,3.60585E+11,42.946431,-78.889773,Buffalo,NY,14207,urban,Buffalo City School District,Erie,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,30,292.72,344.38,30,f,f,5/9/2014
2e23c17f24f75764e9addddd81c4a3c4,dc25aace7bbd439001d10c432fe29d4b,19fe557d1962794531f439af572de83b,5.50663E+11,44.560917,-88.098106,Green Bay,WI,54313,suburban,Howard Suamico School District,Brown,f,f,f,f,f,f,Ms.,f,f,Early Development,Applied Learning,,,Technology,moderate poverty,Grades PreK-2,30,151.93,178.74,21,f,f,5/9/2014
a60b48781a2cb8dfd22c87cf2b1a1789,c607c456050c87759d7200fd378911d4,2a9e6bf1d5cb661907e3a1ab8fed8ec3,3.60585E+11,42.889459,-78.846196,Buffalo,NY,14212,urban,Buffalo City School District,Erie,f,f,f,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 6-8,30,434.48,511.15,160,f,f,5/9/2014
406b1d5864f82bb053ae62f603112864,0cee770a6c1afc9965020c570e8beff3,b8f87781788ce6d45889730c66ed9b6d,3.41314E+11,40.628017,-74.396771,Plainfield,NJ,7062,suburban,Plainfield Public School Dist,Union,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,high poverty,Grades PreK-2,30,750.31,882.72,18,f,f,5/9/2014
b0c15524dae0b537c5b3424f2df8790f,dd999e142fb8bea9326d2ba3eabc8438,a651f5e657431adf6ca399c50ef45215,80258001729,39.982363,-104.746707,Brighton,CO,80601,,Brighton School District 27j,Adams,t,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,moderate poverty,Grades 3-5,30,936.92,1102.26,27,f,f,5/9/2014
ac547bbc891b4ef1e51cfbcf5df12810,8dfc3e874e001f2d6a8db87b738050b1,6c7ff7f3a1e6e6f9c8139807ad35d641,5.51533E+11,42.977184,-89.518672,Verona,WI,53593,suburban,Verona Area School District,Dane,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,30,830.51,977.07,36,f,f,5/9/2014
752be7eb5c1bb02c66a3b715ac867d7f,382c85a814570a713fa7202a863ec2f3,37f4ad1b39a32c6e50a39522c8fe93a6,61470010222,35.399322,-119.085814,Bakersfield,CA,93308,suburban,Fruitvale School District,Kern,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades 3-5,30,2277.05,2678.88,33,f,f,5/9/2014
c2dd4676e8b24a3f440db78b42482a5a,0f4441e70b629bb67c5595ea5417ab88,3ee4ce317fc36ee5f3be9ab5ac7c4851,2.20174E+11,29.567471,-90.675894,Houma,LA,70363,urban,Terrebonne Parish School Dist,Terrebonne,f,f,f,f,f,f,Mrs.,f,f,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 9-12,30,161.59,190.11,120,f,f,5/9/2014
d9b79f210bd1ac4597974c6e6027bd33,86c731e913e73e322d1af642fe3b9769,e70879bf1d9440f277e06ed01c7c4f62,40240000014,32.669427,-114.674599,Yuma,AZ,85364,urban,Crane Elem School District 13,Yuma,f,f,t,f,f,f,Mr.,f,f,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 6-8,30,733.87,863.38,600,t,f,5/9/2014
bc188f2446d08c5964b68c56c85f1a36,50060ddb15a26fff74c6398d533b1ac5,e40e12c47d694b5b7bd9cf803558fa83,63801010392,37.934188,-121.292686,Stockton,CA,95206,urban,Stockton Unif School District,San Joaquin,f,f,t,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,highest poverty,Grades 3-5,30,220.15,259,64,f,f,5/9/2014
a0b00a70363203d50f7157bebc9379b9,dc7353d4c1e619cfb0132a40c9700d85,1da85644d653e0c3eb7e789a2c654282,4.22283E+11,40.494483,-80.096985,Mc Kees Rocks,PA,15136,suburban,Sto-rox School District,Allegheny,f,f,f,f,f,f,Mrs.,f,f,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,highest poverty,Grades 6-8,30,379.2,446.12,25,f,f,5/9/2014
14ec1a35e6b3f759a9ff159d285aaab5,63db4d1fad283a4212582ce3c5144f8b,dc34b021fd177cfdb22f22055ca9d04f,10060000256,32.838778,-85.517527,Lafayette,AL,36862,rural,Chambers Co School District,Chambers,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,1092.48,1285.27,24,f,f,5/9/2014
e805bdbe25b707af47c3542f624219b8,85c685fd70e2ec9addd5ca76c808bd88,3578e12fa6617c4be738a52b955f9cbc,4.81623E+11,32.774834,-96.749207,Dallas,TX,75210,urban,Dallas Ind School District,Dallas,f,f,f,f,f,f,Ms.,t,f,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,30,366.85,431.59,20,f,f,5/9/2014
42f7b6beb4825e03a720c7a20e7acdc3,ef508b1da6e4b5d990003254005c054a,e65239727c08e6b13443a563d7592419,,40.812793,-81.343022,Canton,OH,44705,urban,Ohio Department of Education,Stark,t,f,f,f,f,f,Ms.,f,f,Environmental Science,Math & Science,Social Sciences,History & Civics,Supplies,highest poverty,Grades 3-5,30,1051.53,1237.09,25,t,f,5/9/2014
767544ba9d014157af1e74e3c6487578,885cfdeeb1cff97da16ab5da45e0ffa8,f647a96cb09b01f035094419cf84ca7a,,42.945355,-83.606485,Grand Blanc,MI,48439,suburban,Michigan Dept of Education,Genesee,t,f,f,f,f,f,Mrs.,f,f,Health & Life Science,Math & Science,Special Needs,Special Needs,Other,high poverty,Grades 6-8,30,659.1,775.41,80,f,f,5/9/2014
b818713037693fa3887d0eeb5159f96f,89cd8e3a2712baf90ee754ef514f40a4,d674a3d460a663a7dfbd7c9a7d75c09f,90309000659,41.147491,-73.441513,Norwalk,CT,6850,urban,Norwalk Public School District,Fairfield,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Special Needs,Special Needs,Other,high poverty,Grades 3-5,30,144.37,169.85,42,f,f,5/9/2014
0d779ca29d67ccea90fcb5b0e8270ff7,3969c6d4ff1f665cf8f18ae230ece18b,0b21910f371555780bab5671ec53161f,1.30012E+11,33.772188,-84.495395,Atlanta,GA,30318,urban,Atlanta Public Schools,Fulton,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,30,814.73,958.51,60,f,f,5/9/2014
03d1a6b87adcf864d859851f26d25773,5678acf342e55fead50c83a98ce40d74,91df845715027d51c30972b1fd58211b,2.70011E+11,45.971724,-94.862346,Long Prairie,MN,56347,,Long Prairie-grey Eagle 2753,Todd,f,f,f,f,f,f,Mrs.,f,f,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,30,161.94,190.52,21,f,f,5/9/2014
991e5301b655e87c4e0017f20233850b,62277d3dffd1f3be033ae32b0cae3a2a,752c219c660d68e37a5b2afdd631a6d7,3.70192E+11,35.985745,-79.828416,Greensboro,NC,27406,urban,Guilford Co School District,Guilford,f,f,f,f,f,f,Ms.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,335.78,395.04,18,f,f,5/9/2014
483a8750b06e2ecbaea28d4f868d007d,345f8239a57988e568a6fc731a7fc8a9,be9fc18b71e766bf40ca327ef6128c01,4.50243E+11,32.848705,-81.073615,Varnville,SC,29944,,Hampton Co School District 1,Hampton,f,f,f,f,f,f,Mrs.,f,f,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,30,694.01,816.48,18,f,f,5/9/2014
df607fee00e8895a46c2e482df17bdb6,8d7ddb2062e970596c713eef442c55d5,492016dbbde05ee9b345448ef67b65cd,62706004085,37.522078,-122.001549,Newark,CA,94560,suburban,Newark Unified School District,Alameda,f,f,f,f,f,f,Ms.,f,f,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Technology,high poverty,Grades 9-12,30,1300.56,1530.07,150,f,f,5/9/2014
